accountAgeDays,numItems,localTime,paymentMethod,paymentMethodAgeDays,label,ord__paymentMethod
1657.0,1.0,3.07,paypal,245.0,0.0,1.0
3.0,1.0,4.88,creditcard,3.0,0.0,0.0
1397.0,1.0,4.75,creditcard,343.0,0.0,0.0
222.0,1.0,4.92,creditcard,221.0,0.0,0.0
913.0,1.0,4.9,creditcard,0.0,0.0,0.0
1843.0,1.0,5.04,creditcard,0.0,0.0,0.0
19.0,1.0,4.89,creditcard,0.0,0.0,0.0
2000.0,1.0,5.02,creditcard,225.0,0.0,0.0
2000.0,1.0,4.74,paypal,259.0,0.0,1.0
1014.0,1.0,4.97,creditcard,666.0,0.0,0.0
,,,,,,0.0
964.0,1.0,4.88,creditcard,0.0,0.0,1.0
66.0,1.0,4.75,paypal,1.0,0.0,1.0
544.0,1.0,4.97,paypal,0.0,0.0,1.0
1866.0,1.0,4.74,paypal,145.0,0.0,0.0
2000.0,1.0,3.58,creditcard,777.0,0.0,0.0
601.0,1.0,3.95,creditcard,0.0,0.0,0.0
954.0,1.0,4.89,creditcard,1.0,0.0,2.0
211.0,1.0,4.51,storecredit,202.0,0.0,0.0
2000.0,1.0,4.88,creditcard,0.0,0.0,1.0
883.0,3.0,4.51,paypal,424.0,0.0,0.0
1183.0,1.0,4.96,creditcard,0.0,0.0,0.0
2000.0,1.0,5.02,creditcard,372.0,0.0,0.0
605.0,1.0,4.92,creditcard,0.0,0.0,0.0
1625.0,1.0,4.9,creditcard,0.0,0.0,0.0
1933.0,1.0,3.58,creditcard,82.0,0.0,0.0
3.0,1.0,4.84,creditcard,0.0,0.0,1.0
2000.0,1.0,4.96,paypal,0.0,0.0,1.0
1547.0,1.0,4.96,paypal,0.0,0.0,0.0
54.0,1.0,4.96,creditcard,0.0,0.0,0.0
279.0,1.0,4.75,creditcard,114.0,0.0,0.0
1.0,4.0,4.84,creditcard,0.0,1.0,0.0
2000.0,1.0,4.75,creditcard,0.0,0.0,1.0
89.0,1.0,4.52,paypal,88.0,0.0,0.0
1767.0,1.0,5.04,creditcard,755.0,0.0,2.0
1609.0,1.0,4.97,storecredit,0.0,0.0,0.0
261.0,1.0,4.9,creditcard,255.0,0.0,1.0
2000.0,1.0,4.06,paypal,0.0,0.0,0.0
978.0,2.0,4.88,creditcard,0.0,0.0,0.0
1858.0,1.0,4.96,creditcard,0.0,0.0,1.0
3.0,1.0,5.03,paypal,2.0,0.0,1.0
2000.0,1.0,5.04,paypal,0.0,0.0,0.0
150.0,1.0,5.04,creditcard,86.0,0.0,2.0
182.0,1.0,4.52,storecredit,175.0,0.0,0.0
931.0,1.0,3.58,creditcard,0.0,0.0,0.0
158.0,1.0,4.46,creditcard,0.0,0.0,0.0
2000.0,1.0,4.96,creditcard,719.0,0.0,1.0
2000.0,1.0,4.97,paypal,0.0,0.0,0.0
2000.0,1.0,4.75,creditcard,0.0,0.0,1.0
1162.0,1.0,4.88,paypal,0.0,0.0,0.0
1208.0,1.0,4.96,creditcard,466.0,0.0,0.0
127.0,1.0,5.04,creditcard,0.0,0.0,0.0
13.0,1.0,4.92,creditcard,0.0,0.0,1.0
1670.0,1.0,4.75,paypal,0.0,0.0,1.0
2000.0,1.0,4.84,paypal,102.0,0.0,1.0
444.0,1.0,4.84,paypal,99.0,0.0,0.0
21.0,1.0,4.9,creditcard,21.0,0.0,0.0
19.0,2.0,4.96,creditcard,0.0,0.0,0.0
66.0,1.0,4.74,creditcard,17.0,0.0,2.0
2000.0,1.0,4.75,storecredit,0.0,0.0,0.0
86.0,1.0,4.52,creditcard,85.0,0.0,0.0
1896.0,1.0,4.92,creditcard,0.0,0.0,0.0
273.0,1.0,5.03,creditcard,0.0,0.0,0.0
43.0,1.0,4.88,creditcard,0.0,0.0,0.0
154.0,1.0,4.9,creditcard,0.0,0.0,2.0
497.0,1.0,4.97,storecredit,495.0,0.0,1.0
494.0,1.0,4.96,paypal,0.0,0.0,1.0
1799.0,1.0,4.92,paypal,1763.0,0.0,0.0
2000.0,1.0,3.48,creditcard,502.0,0.0,0.0
541.0,1.0,4.06,creditcard,0.0,0.0,0.0
369.0,1.0,4.92,creditcard,0.0,0.0,0.0
1075.0,1.0,3.07,creditcard,8.0,0.0,1.0
2000.0,1.0,5.02,paypal,130.0,0.0,1.0
53.0,1.0,5.04,paypal,52.0,0.0,0.0
2000.0,1.0,4.92,creditcard,328.0,0.0,0.0
824.0,1.0,4.06,creditcard,0.0,0.0,0.0
3.0,1.0,4.51,creditcard,0.0,0.0,0.0
604.0,1.0,4.88,creditcard,0.0,0.0,1.0
1285.0,1.0,4.52,paypal,26.0,0.0,0.0
279.0,1.0,4.06,creditcard,0.0,0.0,1.0
,,,,,,1.0
1477.0,1.0,5.02,paypal,0.0,0.0,0.0
645.0,1.0,3.95,paypal,555.0,0.0,0.0
2.0,1.0,4.52,creditcard,1.0,0.0,1.0
131.0,1.0,4.89,creditcard,0.0,0.0,0.0
2000.0,1.0,4.46,paypal,0.0,0.0,2.0
37.0,1.0,4.51,creditcard,36.0,0.0,0.0
3.0,1.0,4.92,storecredit,0.0,0.0,0.0
2000.0,1.0,2.95,creditcard,0.0,0.0,1.0
2000.0,1.0,5.02,creditcard,0.0,0.0,1.0
125.0,1.0,4.9,paypal,0.0,0.0,0.0
1535.0,1.0,5.02,paypal,0.0,0.0,1.0
1305.0,1.0,5.04,creditcard,1261.0,0.0,0.0
2000.0,1.0,4.96,paypal,711.0,0.0,0.0
2000.0,4.0,4.74,creditcard,0.0,0.0,1.0
32.0,1.0,4.96,creditcard,29.0,0.0,0.0
2000.0,1.0,4.89,paypal,0.0,0.0,0.0
2000.0,1.0,5.04,creditcard,0.0,0.0,1.0
106.0,1.0,4.97,creditcard,0.0,0.0,0.0
1672.0,1.0,4.92,paypal,1569.0,0.0,1.0
1900.0,1.0,5.03,creditcard,0.0,0.0,1.0
911.0,1.0,4.88,paypal,0.0,0.0,0.0
66.0,1.0,4.06,paypal,0.0,0.0,0.0
13.0,1.0,4.92,creditcard,12.0,0.0,0.0
2000.0,5.0,2.6,creditcard,218.0,0.0,0.0
1394.0,5.0,4.74,creditcard,550.0,0.0,0.0
1991.0,1.0,4.89,creditcard,1394.0,0.0,0.0
31.0,1.0,4.51,creditcard,30.0,0.0,0.0
102.0,1.0,4.84,creditcard,0.0,0.0,1.0
1941.0,1.0,4.92,creditcard,3.0,0.0,1.0
1460.0,1.0,3.07,paypal,0.0,0.0,2.0
664.0,1.0,4.89,paypal,0.0,0.0,1.0
1979.0,1.0,4.51,storecredit,456.0,0.0,0.0
2000.0,1.0,4.46,paypal,2.0,0.0,0.0
569.0,1.0,4.88,creditcard,0.0,0.0,0.0
171.0,1.0,5.03,creditcard,0.0,0.0,0.0
1392.0,1.0,4.97,creditcard,0.0,0.0,0.0
639.0,1.0,5.02,creditcard,628.0,0.0,0.0
14.0,1.0,4.92,creditcard,0.0,0.0,0.0
776.0,1.0,4.89,creditcard,0.0,0.0,0.0
906.0,1.0,5.04,creditcard,0.0,0.0,0.0
4.0,1.0,4.92,creditcard,0.0,0.0,1.0
2000.0,1.0,4.92,creditcard,265.0,0.0,0.0
131.0,1.0,4.96,paypal,130.0,0.0,0.0
49.0,1.0,4.89,creditcard,0.0,0.0,0.0
2.0,1.0,4.84,creditcard,1.0,0.0,0.0
145.0,1.0,4.75,creditcard,145.0,0.0,0.0
91.0,1.0,4.51,creditcard,0.0,0.0,0.0
17.0,1.0,5.03,creditcard,0.0,0.0,0.0
151.0,1.0,4.97,creditcard,0.0,0.0,0.0
553.0,1.0,4.97,creditcard,4.0,0.0,0.0
779.0,3.0,4.06,creditcard,128.0,0.0,0.0
1306.0,1.0,4.84,creditcard,0.0,0.0,0.0
2000.0,1.0,5.02,creditcard,294.0,0.0,1.0
877.0,1.0,4.52,creditcard,683.0,0.0,0.0
2000.0,1.0,4.75,paypal,0.0,0.0,0.0
949.0,1.0,4.97,creditcard,0.0,0.0,0.0
367.0,1.0,5.02,creditcard,0.0,0.0,0.0
2000.0,1.0,4.92,creditcard,0.0,0.0,0.0
1602.0,1.0,4.92,creditcard,0.0,0.0,0.0
2000.0,1.0,4.52,creditcard,277.0,0.0,1.0
1536.0,1.0,4.74,creditcard,966.0,0.0,0.0
2000.0,1.0,4.75,paypal,3.0,0.0,0.0
526.0,1.0,4.89,creditcard,26.0,0.0,0.0
51.0,1.0,4.84,creditcard,0.0,0.0,0.0
1289.0,1.0,5.03,creditcard,251.0,0.0,2.0
38.0,1.0,4.92,creditcard,0.0,0.0,0.0
235.0,1.0,4.92,storecredit,0.0,0.0,0.0
1842.0,1.0,4.88,creditcard,1.0,0.0,1.0
2.0,1.0,4.75,creditcard,1.0,0.0,0.0
39.0,1.0,5.02,paypal,0.0,0.0,0.0
529.0,1.0,4.9,creditcard,508.0,0.0,0.0
2000.0,1.0,4.51,creditcard,0.0,0.0,0.0
2.0,1.0,3.58,creditcard,1.0,0.0,1.0
1994.0,1.0,4.92,creditcard,0.0,0.0,1.0
4.0,1.0,2.6,paypal,3.0,0.0,1.0
2000.0,1.0,4.9,paypal,945.0,0.0,0.0
37.0,1.0,4.51,paypal,0.0,0.0,1.0
2000.0,1.0,4.88,creditcard,101.0,0.0,1.0
1612.0,1.0,4.51,paypal,0.0,0.0,1.0
17.0,1.0,5.02,paypal,16.0,0.0,2.0
1615.0,1.0,4.75,paypal,0.0,0.0,0.0
19.0,1.0,5.04,storecredit,18.0,0.0,0.0
2000.0,1.0,4.89,creditcard,253.0,0.0,1.0
884.0,1.0,4.97,creditcard,0.0,0.0,2.0
1.0,1.0,4.84,paypal,0.0,1.0,0.0
190.0,1.0,5.03,storecredit,97.0,0.0,1.0
130.0,1.0,4.51,creditcard,129.0,0.0,1.0
2000.0,1.0,4.74,paypal,0.0,0.0,0.0
2000.0,1.0,4.96,paypal,0.0,0.0,0.0
3.0,1.0,4.75,creditcard,0.0,0.0,0.0
8.0,1.0,5.04,creditcard,0.0,0.0,0.0
295.0,2.0,5.04,creditcard,0.0,0.0,1.0
352.0,1.0,4.75,creditcard,352.0,0.0,1.0
2000.0,1.0,4.75,paypal,3.0,0.0,0.0
1603.0,1.0,4.88,paypal,0.0,0.0,1.0
322.0,1.0,4.75,creditcard,0.0,0.0,0.0
114.0,1.0,4.88,paypal,0.0,0.0,0.0
1981.0,1.0,4.92,creditcard,0.0,0.0,0.0
3.0,1.0,4.52,creditcard,2.0,0.0,0.0
2000.0,1.0,4.92,creditcard,0.0,0.0,0.0
1173.0,1.0,5.02,creditcard,0.0,0.0,0.0
125.0,1.0,4.92,creditcard,124.0,0.0,2.0
635.0,1.0,4.92,creditcard,634.0,0.0,0.0
2000.0,1.0,4.88,storecredit,0.0,0.0,0.0
54.0,1.0,4.89,creditcard,0.0,0.0,0.0
54.0,1.0,4.84,creditcard,0.0,0.0,0.0
633.0,1.0,5.03,creditcard,0.0,0.0,1.0
8.0,1.0,4.75,creditcard,0.0,0.0,0.0
256.0,1.0,4.96,paypal,0.0,0.0,0.0
145.0,1.0,4.89,creditcard,0.0,0.0,0.0
73.0,2.0,4.52,creditcard,72.0,0.0,0.0
466.0,1.0,4.06,creditcard,0.0,0.0,0.0
1608.0,1.0,4.92,creditcard,479.0,0.0,0.0
1783.0,1.0,4.52,creditcard,0.0,0.0,0.0
989.0,1.0,4.84,creditcard,989.0,0.0,1.0
1292.0,1.0,4.92,creditcard,0.0,0.0,0.0
2.0,1.0,5.03,paypal,1.0,0.0,0.0
1597.0,1.0,5.02,creditcard,119.0,0.0,1.0
578.0,1.0,3.58,creditcard,486.0,0.0,0.0
105.0,1.0,5.04,paypal,104.0,0.0,0.0
2000.0,2.0,4.75,creditcard,0.0,0.0,0.0
1.0,1.0,4.92,creditcard,0.0,1.0,0.0
2000.0,1.0,3.48,creditcard,0.0,0.0,0.0
211.0,1.0,2.6,creditcard,210.0,0.0,0.0
2000.0,1.0,4.84,creditcard,0.0,0.0,0.0
167.0,1.0,4.92,creditcard,167.0,0.0,0.0
140.0,1.0,5.03,creditcard,139.0,0.0,0.0
41.0,1.0,4.9,creditcard,9.0,0.0,0.0
179.0,1.0,4.92,creditcard,0.0,0.0,0.0
563.0,1.0,4.92,creditcard,0.0,0.0,0.0
,,,,,,1.0
190.0,1.0,4.9,creditcard,2.0,0.0,0.0
33.0,1.0,4.52,creditcard,32.0,0.0,0.0
549.0,1.0,4.9,paypal,0.0,0.0,0.0
2000.0,1.0,4.52,creditcard,302.0,0.0,0.0
1049.0,1.0,5.03,creditcard,0.0,0.0,0.0
2000.0,1.0,4.88,creditcard,5.0,0.0,0.0
611.0,1.0,4.9,creditcard,104.0,0.0,1.0
10.0,1.0,4.84,creditcard,0.0,0.0,0.0
1759.0,1.0,4.06,creditcard,478.0,0.0,0.0
1679.0,1.0,4.75,paypal,0.0,0.0,1.0
3.0,1.0,4.89,creditcard,3.0,0.0,0.0
15.0,1.0,4.84,creditcard,14.0,0.0,0.0
8.0,1.0,4.52,paypal,7.0,0.0,0.0
842.0,1.0,4.74,creditcard,834.0,0.0,0.0
877.0,1.0,4.75,creditcard,0.0,0.0,0.0
1326.0,1.0,5.03,creditcard,0.0,0.0,0.0
2.0,1.0,3.48,creditcard,1.0,0.0,0.0
2000.0,1.0,4.92,creditcard,210.0,0.0,0.0
798.0,1.0,4.75,creditcard,0.0,0.0,1.0
211.0,1.0,4.84,creditcard,0.0,0.0,0.0
804.0,1.0,5.04,creditcard,0.0,0.0,0.0
987.0,1.0,4.84,paypal,0.0,0.0,1.0
1089.0,1.0,3.95,creditcard,1089.0,0.0,1.0
205.0,1.0,4.75,creditcard,0.0,0.0,0.0
1350.0,1.0,3.95,paypal,0.0,0.0,0.0
2000.0,1.0,4.92,paypal,367.0,0.0,1.0
2.0,1.0,4.96,creditcard,2.0,0.0,0.0
785.0,2.0,4.75,creditcard,86.0,0.0,0.0
2.0,1.0,4.97,paypal,0.0,0.0,0.0
606.0,1.0,4.51,creditcard,0.0,0.0,1.0
943.0,1.0,4.97,creditcard,0.0,0.0,0.0
312.0,1.0,4.88,creditcard,0.0,0.0,0.0
442.0,1.0,4.97,paypal,0.0,0.0,0.0
444.0,1.0,4.89,creditcard,74.0,0.0,0.0
25.0,1.0,4.84,creditcard,24.0,0.0,0.0
2000.0,1.0,4.52,creditcard,1377.0,0.0,1.0
14.0,1.0,4.46,creditcard,14.0,0.0,1.0
641.0,1.0,4.75,creditcard,0.0,0.0,0.0
2000.0,1.0,5.02,paypal,170.0,0.0,1.0
474.0,1.0,4.74,paypal,0.0,0.0,1.0
2000.0,1.0,4.75,creditcard,161.0,0.0,1.0
1519.0,1.0,4.84,paypal,0.0,0.0,0.0
299.0,1.0,4.51,paypal,0.0,0.0,0.0
739.0,1.0,4.06,paypal,0.0,0.0,2.0
239.0,1.0,4.89,creditcard,0.0,0.0,1.0
169.0,1.0,4.88,creditcard,168.0,0.0,0.0
148.0,1.0,4.92,storecredit,143.0,0.0,0.0
80.0,1.0,4.88,paypal,0.0,0.0,0.0
922.0,1.0,4.84,creditcard,0.0,0.0,0.0
955.0,2.0,4.46,creditcard,0.0,0.0,0.0
1413.0,1.0,4.06,creditcard,0.0,0.0,0.0
1131.0,1.0,4.89,creditcard,0.0,0.0,0.0
674.0,1.0,4.84,creditcard,43.0,0.0,0.0
2000.0,1.0,4.97,creditcard,3.0,0.0,0.0
2000.0,1.0,4.96,creditcard,196.0,0.0,0.0
2000.0,1.0,4.9,creditcard,0.0,0.0,0.0
290.0,1.0,4.06,creditcard,289.0,0.0,1.0
1767.0,1.0,4.46,creditcard,32.0,0.0,0.0
4.0,1.0,4.88,creditcard,0.0,0.0,0.0
3.0,1.0,4.88,paypal,0.0,0.0,0.0
365.0,1.0,4.75,creditcard,0.0,0.0,0.0
823.0,1.0,5.02,creditcard,0.0,0.0,1.0
1443.0,1.0,4.75,creditcard,0.0,0.0,1.0
2.0,1.0,4.46,creditcard,2.0,0.0,1.0
597.0,1.0,4.89,paypal,212.0,0.0,0.0
1477.0,1.0,4.75,paypal,65.0,0.0,0.0
2000.0,1.0,4.75,paypal,0.0,0.0,0.0
44.0,1.0,4.92,creditcard,0.0,0.0,0.0
2000.0,1.0,4.52,creditcard,0.0,0.0,0.0
2000.0,1.0,5.04,creditcard,0.0,0.0,1.0
2000.0,1.0,4.06,creditcard,407.0,0.0,0.0
2000.0,1.0,5.03,creditcard,0.0,0.0,1.0
1.0,1.0,4.52,paypal,0.0,1.0,0.0
2.0,1.0,4.75,creditcard,1.0,0.0,0.0
2000.0,1.0,4.88,paypal,2.0,0.0,0.0
5.0,1.0,4.89,creditcard,0.0,0.0,0.0
8.0,2.0,4.51,creditcard,0.0,0.0,0.0
2000.0,1.0,4.92,creditcard,1831.0,0.0,0.0
978.0,1.0,3.07,creditcard,0.0,0.0,0.0
132.0,1.0,4.52,creditcard,1.0,0.0,0.0
2000.0,1.0,5.02,creditcard,0.0,0.0,1.0
324.0,1.0,4.89,creditcard,0.0,0.0,0.0
1691.0,1.0,4.74,creditcard,1580.0,0.0,0.0
2000.0,1.0,4.96,paypal,970.0,0.0,1.0
212.0,1.0,3.95,creditcard,0.0,0.0,0.0
6.0,2.0,4.92,creditcard,0.0,0.0,0.0
531.0,1.0,4.9,paypal,122.0,0.0,0.0
136.0,1.0,5.02,creditcard,0.0,0.0,0.0
1307.0,1.0,4.51,creditcard,0.0,0.0,0.0
2000.0,1.0,4.74,creditcard,626.0,0.0,0.0
897.0,1.0,4.51,creditcard,897.0,0.0,0.0
64.0,1.0,3.95,creditcard,1.0,0.0,0.0
1611.0,1.0,4.96,creditcard,0.0,0.0,0.0
119.0,1.0,4.89,creditcard,0.0,0.0,0.0
12.0,1.0,5.03,creditcard,0.0,0.0,0.0
695.0,1.0,4.51,creditcard,0.0,0.0,1.0
1073.0,1.0,4.92,creditcard,50.0,0.0,0.0
2000.0,1.0,4.74,creditcard,413.0,0.0,0.0
,,,,,,0.0
4.0,1.0,4.75,paypal,0.0,0.0,1.0
,,,,,,0.0
272.0,2.0,5.04,creditcard,0.0,0.0,0.0
1992.0,1.0,5.02,creditcard,0.0,0.0,0.0
2000.0,1.0,5.02,creditcard,1385.0,0.0,0.0
501.0,1.0,5.02,paypal,0.0,0.0,0.0
99.0,1.0,4.9,creditcard,32.0,0.0,0.0
,,,,,,0.0
105.0,1.0,5.04,creditcard,0.0,0.0,1.0
11.0,1.0,4.75,creditcard,0.0,0.0,0.0
2000.0,1.0,5.04,creditcard,99.0,0.0,2.0
1905.0,1.0,4.74,creditcard,0.0,0.0,0.0
611.0,1.0,3.58,creditcard,537.0,0.0,0.0
270.0,1.0,3.58,creditcard,0.0,0.0,1.0
2.0,1.0,4.9,paypal,1.0,0.0,1.0
802.0,1.0,5.03,creditcard,0.0,0.0,1.0
17.0,1.0,4.9,storecredit,0.0,0.0,0.0
1194.0,1.0,4.51,creditcard,0.0,0.0,0.0
1575.0,1.0,4.46,creditcard,0.0,0.0,0.0
38.0,1.0,4.75,paypal,0.0,0.0,0.0
49.0,1.0,5.04,paypal,49.0,0.0,1.0
1768.0,1.0,4.97,paypal,1009.0,0.0,0.0
37.0,1.0,4.75,creditcard,0.0,0.0,0.0
1025.0,1.0,4.92,creditcard,156.0,0.0,1.0
13.0,1.0,4.84,creditcard,0.0,0.0,1.0
909.0,1.0,4.75,creditcard,0.0,0.0,0.0
1165.0,1.0,4.89,paypal,1.0,0.0,0.0
,,,,,,0.0
4.0,1.0,5.04,creditcard,0.0,0.0,0.0
7.0,1.0,4.88,creditcard,0.0,0.0,0.0
298.0,2.0,4.89,paypal,152.0,0.0,0.0
1.0,1.0,4.75,paypal,0.0,1.0,0.0
2000.0,1.0,4.75,creditcard,547.0,0.0,0.0
1.0,1.0,4.75,creditcard,0.0,1.0,1.0
,,,,,,0.0
6.0,1.0,4.92,creditcard,0.0,0.0,0.0
888.0,1.0,4.75,creditcard,1.0,0.0,1.0
135.0,1.0,4.75,creditcard,0.0,0.0,1.0
1697.0,1.0,4.97,creditcard,0.0,0.0,0.0
119.0,1.0,4.97,creditcard,119.0,0.0,0.0
441.0,1.0,4.88,creditcard,0.0,0.0,0.0
15.0,1.0,4.88,paypal,0.0,0.0,2.0
56.0,1.0,2.95,creditcard,54.0,0.0,0.0
253.0,1.0,4.92,creditcard,252.0,0.0,0.0
2000.0,1.0,4.46,paypal,1.0,0.0,0.0
2000.0,1.0,5.02,paypal,391.0,0.0,1.0
2000.0,1.0,5.03,creditcard,119.0,0.0,0.0
663.0,1.0,4.75,creditcard,0.0,0.0,0.0
1714.0,2.0,4.75,creditcard,680.0,0.0,1.0
4.0,1.0,4.84,storecredit,0.0,0.0,0.0
200.0,1.0,4.96,creditcard,0.0,0.0,0.0
278.0,1.0,5.02,creditcard,0.0,0.0,0.0
111.0,1.0,5.02,creditcard,0.0,0.0,0.0
1958.0,1.0,4.75,paypal,26.0,0.0,0.0
38.0,1.0,4.52,creditcard,37.0,0.0,0.0
144.0,1.0,5.03,creditcard,0.0,0.0,0.0
1481.0,1.0,3.95,paypal,0.0,0.0,1.0
27.0,1.0,4.9,creditcard,26.0,0.0,0.0
2000.0,1.0,4.96,creditcard,0.0,0.0,0.0
138.0,1.0,4.74,creditcard,0.0,0.0,0.0
2000.0,1.0,4.9,creditcard,630.0,0.0,0.0
2000.0,1.0,4.06,creditcard,0.0,0.0,0.0
2000.0,1.0,4.75,creditcard,934.0,0.0,2.0
27.0,1.0,5.04,creditcard,0.0,0.0,0.0
2000.0,1.0,4.9,paypal,0.0,0.0,0.0
45.0,2.0,4.75,creditcard,45.0,0.0,0.0
67.0,1.0,4.92,creditcard,0.0,0.0,0.0
215.0,1.0,4.75,creditcard,174.0,0.0,1.0
1922.0,1.0,3.07,creditcard,1.0,0.0,0.0
148.0,1.0,4.92,creditcard,0.0,0.0,0.0
1595.0,1.0,4.88,storecredit,1.0,0.0,2.0
87.0,1.0,4.92,creditcard,0.0,0.0,1.0
,,,,,,0.0
778.0,1.0,3.48,creditcard,0.0,0.0,1.0
68.0,1.0,4.75,creditcard,0.0,0.0,0.0
10.0,1.0,5.02,creditcard,0.0,0.0,0.0
1323.0,1.0,4.06,paypal,86.0,0.0,0.0
1921.0,1.0,4.96,creditcard,0.0,0.0,0.0
1756.0,1.0,4.75,creditcard,2.0,0.0,0.0
1801.0,2.0,4.92,storecredit,0.0,0.0,1.0
947.0,1.0,4.75,paypal,1.0,0.0,1.0
2.0,1.0,4.46,creditcard,0.0,0.0,0.0
2000.0,1.0,4.52,paypal,289.0,0.0,0.0
742.0,1.0,4.06,creditcard,0.0,0.0,0.0
1613.0,1.0,5.04,creditcard,15.0,0.0,0.0
278.0,1.0,4.89,creditcard,0.0,0.0,0.0
83.0,1.0,4.06,creditcard,83.0,0.0,0.0
2000.0,1.0,5.04,creditcard,1548.0,0.0,2.0
3.0,1.0,4.92,paypal,0.0,0.0,0.0
410.0,1.0,3.58,paypal,124.0,0.0,0.0
31.0,1.0,4.97,creditcard,0.0,0.0,1.0
2000.0,1.0,5.03,creditcard,338.0,0.0,1.0
2000.0,1.0,4.97,creditcard,193.0,0.0,1.0
